@relation 'gupiao'
@attribute CUR numeric
@attribute PRE numeric
@data
476005046	306349941
377331965	476005046
226800299	377331965
344604130	226800299
245095345	344604130
272079509	245095345
197192978	272079509
211976689	197192978
170832860	211976689
220856671	170832860
123034990	220856671
167140194	123034990
138880172	167140194
287550143	138880172
192851816	287550143
179477305	192851816
118855039	179477305
143632631	118855039
138509106	143632631
145781689	138509106
424152551	145781689
539812244	424152551
431800197	539812244
342872156	431800197
265246935	342872156
178566962	265246935
323344196	178566962
234734931	323344196
242207501	234734931
180444279	242207501
171006074	180444279
365875020	171006074
274644209	365875020
181893895	274644209
256558542	181893895
141021825	256558542
154687028	141021825
169729657	154687028
157115878	169729657
115365455	157115878
112812000	115365455
317226126	112812000
243785688	317226126
127092158	243785688
198873417	127092158
163696968	198873417
158034272	163696968
136178115	158034272
117965631	136178115
174023945	117965631
272697298	174023945
165700838	272697298
149349370	165700838
78589829	149349370
89256177	78589829
102318060	89256177
191497366	102318060
106056599	191497366
83618781	106056599
93377495	83618781
150874540	93377495
361145075	150874540
216075196	361145075
169438006	216075196
404584689	169438006
158877505	404584689
220782177	158877505
203233091	220782177
129447242	203233091
149783790	129447242
189228879	149783790
175593366	189228879
246126915	175593366
203174987	246126915
133004827	203174987
111424245	133004827
88237002	111424245
61457829	88237002
99260858	61457829
135411087	99260858
127506002	135411087
178898110	127506002
121965100	178898110
156522626	121965100
150705184	156522626
102248231	150705184
296534979	102248231
132319324	296534979
155056576	132319324
252413836	155056576
120828603	252413836
87953496	120828603
116822200	87953496
116800740	116822200
74994921	116800740
144610070	74994921
79378971	144610070
195680348	79378971
160457680	195680348
114987990	160457680
143127265	114987990
112524612	143127265
97674546	112524612
123982240	97674546
99741452	123982240
197473913	99741452
139449753	197473913
161683035	139449753
113143192	161683035
101151629	113143192
128288976	101151629
95677141	128288976
94649555	95677141
128484862	94649555
78336070	128484862
106377060	78336070
325090350	106377060
383844477	325090350
241575299	383844477
795447953	241575299
419314567	795447953
265282288	419314567
336089315	265282288
176275699	336089315
424603265	176275699
267127357	424603265
507289150	267127357
353978057	507289150
329679135	353978057
400797497	329679135
201664690	400797497
233258404	201664690
172800856	233258404
237693633	172800856
305290159	237693633
332112460	305290159
324729671	332112460
482741440	324729671
469197343	482741440
591336698	469197343
412058518	591336698
422291366	412058518
271648272	422291366
286714121	271648272
316820991	286714121
540619941	316820991
278239222	540619941
299642510	278239222
292186655	299642510
317239458	292186655
347563282	317239458
195476099	347563282
219603832	195476099
252602741	219603832
284689322	252602741
214686578	284689322
248398725	214686578
191289221	248398725
276056522	191289221
211051982	276056522
116037062	211051982
360460324	116037062
579690802	360460324
685313692	579690802
559578229	685313692
667182062	559578229
1313442107	667182062
1726697420	1313442107
1062370933	1726697420
883867694	1062370933
1953129241	883867694
1450359806	1953129241
1385200819	1450359806
930205736	1385200819
574522888	930205736
1429768339	574522888
893369449	1429768339
1470323499	893369449
1219199696	1470323499
1237979454	1219199696
1203508007	1237979454
1542780972	1203508007
1331117184	1542780972
1924784044	1331117184
2345588513	1924784044
3462437128	2345588513
2729207964	3462437128
2261165749	2729207964
2625261117	2261165749
1814045829	2625261117
2038450221	1814045829
1315527943	2038450221
1781131736	1315527943
1467442888	1781131736
1479217096	1467442888
1011609702	1479217096
809052370	1011609702
2448027265	809052370
2102623259	2448027265
1471542814	2102623259
1160380529	1471542814
2030832802	1160380529
1256279309	2030832802
831144046	1256279309
1070757008	831144046
1225666227	1070757008
898339728	1225666227
1508337409	898339728
683615910	1508337409
965011348	683615910
1336203909	965011348
823940408	1336203909
644392253	823940408
591389732	644392253
554173666	591389732
518296983	554173666
1113327104	518296983
992401741	1113327104
1305118785	992401741
2070296001	1305118785
1268872415	2070296001
1327306310	1268872415
977346559	1327306310
1808101329	977346559
1779097838	1808101329
5064453253	1779097838
4825375202	5064453253
4099779852	4825375202
2572468293	4099779852
1735702046	2572468293
1120937375	1735702046
1096524347	1120937375
1719654196	1096524347
1380567256	1719654196
2205371712	1380567256
1541340773	2205371712
1517804755	1541340773
1405677218	1517804755
1003380531	1405677218
724388612	1003380531
1973938290	724388612
1252046556	1973938290
815906191	1252046556
836131584	815906191
